0	0.220473
1	0.002363
2	0.002056
3	0.001617
4	0.002465
5	0.002002
6	0.001744
7	0.002724
8	0.001738
9	0.001690
10	0.002375
11	0.001966
12	0.001732
13	0.002543
14	0.001792
15	0.001738
16	0.002279
17	0.001635
18	0.001617
19	0.002555
20	0.001599
21	0.001629
22	0.002008
23	0.001371
24	0.001750
25	0.001690
26	0.001515
27	0.001569
28	0.001834
29	0.001359
30	0.001587
31	0.001527
32	0.001527
33	0.002513
34	0.003427
35	0.004082
36	0.003247
37	0.004455
38	0.004539
39	0.004341
40	0.006331
41	0.003998
42	0.008033
43	0.007407
44	0.013372
45	0.024357
46	0.013751
47	0.019625
48	0.013727
49	0.009410
50	0.012879
51	0.006704
52	0.015789
53	0.008418
54	0.026070
55	0.019709
56	0.007480
57	0.009620
58	0.004251
59	0.006097
60	0.005610
61	0.004137
62	0.006097
63	0.005934
64	0.007528
65	0.006013
66	0.004329
67	0.006073
68	0.004930
69	0.006590
70	0.005309
71	0.007143
72	0.005213
73	0.007906
74	0.007083
75	0.007858
76	0.006818
77	0.007858
78	0.006403
79	0.007221
80	0.007095
81	0.005658
82	0.007323
83	0.005694
84	0.007245
85	0.005453
86	0.006289
87	0.005471
88	0.006073
89	0.006061
90	0.005940
91	0.006169
92	0.005556
93	0.005501
94	0.005123
95	0.005087
96	0.005032
97	0.005267
98	0.004828
99	0.005700
100	0.004870
101	0.005604
102	0.004678
103	0.005886
104	0.004936
105	0.005087
106	0.005219
107	0.005075
108	0.004804
109	0.005038
110	0.005044
111	0.005183
112	0.004485
113	0.004485
114	0.004563
115	0.003866
116	0.004215
117	0.003349
118	0.003782
119	0.003650
120	0.003379
121	0.003289
122	0.004137
123	0.002694
124	0.003289
125	0.002958
126	0.002826
127	0.002940
128	0.002381
129	0.002688
130	0.001834
131	0.001810
132	0.001744
133	0.001846
134	0.001359
135	0.001305
136	0.001473
137	0.001184
138	0.001263
139	0.001070
140	0.001203
141	0.001058
142	0.001184
143	0.000848
144	0.001112
145	0.001034
146	0.001022
147	0.000992
148	0.000848
149	0.000986
150	0.000788
151	0.000962
152	0.000746
153	0.000896
154	0.000722
155	0.000715
156	0.000800
157	0.000830
158	0.000697
159	0.000782
160	0.000673
161	0.000788
162	0.000667
163	0.000752
164	0.000679
165	0.000601
166	0.000842
167	0.000625
168	0.000691
169	0.000655
170	0.000758
171	0.000619
172	0.000637
173	0.000661
174	0.000553
175	0.000649
176	0.000764
177	0.000655
178	0.000691
179	0.000679
180	0.000601
181	0.000764
182	0.000625
183	0.000595
184	0.000607
185	0.000553
186	0.000703
187	0.000571
188	0.000661
189	0.000499
190	0.000577
191	0.000679
192	0.000577
193	0.000535
194	0.000481
195	0.000511
196	0.000505
197	0.000517
198	0.000553
199	0.000637
200	0.000433
201	0.000541
202	0.000583
203	0.000373
204	0.000439
205	0.000427
206	0.000349
207	0.000373
208	0.000511
209	0.000349
210	0.000373
211	0.000427
212	0.000415
213	0.000409
214	0.000325
215	0.000337
216	0.000457
217	0.000403
218	0.000361
219	0.000421
220	0.000421
221	0.000349
222	0.000283
223	0.000397
224	0.000162
225	0.000331
226	0.000283
227	0.000289
228	0.000307
229	0.000319
230	0.000234
231	0.000253
232	0.000313
233	0.000277
234	0.000180
235	0.000343
236	0.000216
237	0.000247
238	0.000301
239	0.000216
240	0.000253
241	0.000295
242	0.000222
243	0.000216
244	0.000241
245	0.000204
246	0.000259
247	0.000307
248	0.000156
249	0.000222
250	0.000198
251	0.000132
252	0.000186
253	0.000241
254	0.000150
255	0.013474
