0	0.027970
1	0.000000
2	0.000000
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.002411
12	0.000000
13	0.002964
14	0.000000
15	0.003403
16	0.003686
17	0.000000
18	0.004660
19	0.000000
20	0.005459
21	0.006367
22	0.000000
23	0.006981
24	0.000000
25	0.007197
26	0.008345
27	0.000000
28	0.009301
29	0.000000
30	0.009776
31	0.010672
32	0.000000
33	0.011502
34	0.000000
35	0.013077
36	0.013528
37	0.000000
38	0.014412
39	0.000000
40	0.016029
41	0.015711
42	0.000000
43	0.016763
44	0.000000
45	0.018470
46	0.019132
47	0.000000
48	0.019066
49	0.000000
50	0.018789
51	0.018777
52	0.000000
53	0.019937
54	0.000000
55	0.019980
56	0.020196
57	0.000000
58	0.019565
59	0.000000
60	0.018831
61	0.017791
62	0.000000
63	0.018627
64	0.000000
65	0.016739
66	0.017478
67	0.000000
68	0.018044
69	0.000000
70	0.017160
71	0.016528
72	0.000000
73	0.015681
74	0.000000
75	0.014887
76	0.013745
77	0.000000
78	0.012939
79	0.000000
80	0.012169
81	0.011231
82	0.000000
83	0.010408
84	0.000000
85	0.009398
86	0.009199
87	0.000000
88	0.008766
89	0.000000
90	0.008484
91	0.008381
92	0.000000
93	0.007383
94	0.000000
95	0.006536
96	0.005862
97	0.000000
98	0.004762
99	0.000000
100	0.004654
101	0.003998
102	0.000000
103	0.003794
104	0.000000
105	0.003740
106	0.003601
107	0.000000
108	0.003680
109	0.000000
110	0.003638
111	0.003565
112	0.003595
113	0.003962
114	0.003638
115	0.003529
116	0.003595
117	0.003433
118	0.003523
119	0.003199
120	0.003187
121	0.003241
122	0.002976
123	0.003114
124	0.002934
125	0.003042
126	0.003042
127	0.002832
128	0.002796
129	0.002838
130	0.002501
131	0.002351
132	0.002531
133	0.002243
134	0.002327
135	0.002513
136	0.002249
137	0.002441
138	0.002531
139	0.002297
140	0.002832
141	0.002471
142	0.002694
143	0.002862
144	0.003006
145	0.002627
146	0.002892
147	0.002688
148	0.002880
149	0.002736
150	0.002886
151	0.002754
152	0.002633
153	0.002730
154	0.002435
155	0.002459
156	0.002646
157	0.002399
158	0.002261
159	0.002171
160	0.002303
161	0.002134
162	0.002146
163	0.001762
164	0.002056
165	0.001852
166	0.002080
167	0.002165
168	0.002249
169	0.002165
170	0.002339
171	0.002098
172	0.001708
173	0.001876
174	0.001954
175	0.001978
176	0.001870
177	0.001834
178	0.001900
179	0.001870
180	0.001948
181	0.002002
182	0.001942
183	0.001954
184	0.001768
185	0.001810
186	0.001744
187	0.001912
188	0.001930
189	0.001750
190	0.001665
191	0.001497
192	0.001575
193	0.001461
194	0.001515
195	0.001659
196	0.001641
197	0.001671
198	0.001611
199	0.001515
200	0.001690
201	0.001671
202	0.001497
203	0.001575
204	0.001635
205	0.001744
206	0.001774
207	0.001936
208	0.001677
209	0.001569
210	0.001774
211	0.001714
212	0.001798
213	0.001750
214	0.001750
215	0.001750
216	0.001768
217	0.001473
218	0.001684
219	0.001804
220	0.001605
221	0.001732
222	0.001768
223	0.001858
224	0.001714
225	0.001774
226	0.001864
227	0.002080
228	0.001792
229	0.001774
230	0.001647
231	0.001810
232	0.001611
233	0.001431
234	0.001419
235	0.001299
236	0.001233
237	0.001287
238	0.001076
239	0.001136
240	0.000926
241	0.000830
242	0.000806
243	0.000667
244	0.000691
245	0.000715
246	0.000493
247	0.000553
248	0.000439
249	0.000397
250	0.000331
251	0.000307
252	0.000216
253	0.000180
254	0.000210
255	0.000042
